magazine,year,month,url,work,rank,is_cover,is_top,is_center
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,ゆゆ式,1,True,True,False
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,チェリーブロッサム!,2,False,False,False
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,箱入りドロップス,3,False,False,False
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,女子大生生活様式,4,False,False,False
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,帰宅るまでが学校です!,5,False,False,True
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,しかくいシカク,6,False,False,False
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,棺担ぎのクロ。~懐中旅話~,7,False,False,False
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,Pretty Prison,8,False,False,False
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,はぴえん。,9,False,False,True
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,天然あるみにゅーむ!,10,False,False,False
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,スマイル・スタイル,11,False,False,False
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,すいまさんといっしょ,12,False,False,False
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,ふぉりぼら,13,False,False,True
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,うちのざしきわらしが,14,False,False,False
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,コドクの中のワタシ,15,False,False,False
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,JOB&JOY,16,False,False,False
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,リリウムあんさんぶる,17,False,False,True
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,かいちょー☆,18,False,False,False
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,ごめんね。夏目ちゃん,19,False,False,False
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,半熟ウィッチ~まどろみドルニー~,20,False,False,False
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,かみさまのいうとおり!,21,False,False,False
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,ステルス×メイツ,22,False,False,False
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,Rainbow☆Starbow,23,False,False,False
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,くゝり屋営業中。,24,False,False,False
kirara,2013,1,https://www.dokidokivisual.com/magazine/kirara/2013/01/10507/,三者三葉,25,False,False,False
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,チェリーブロッサム!,1,True,True,False
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,ゆゆ式,2,False,False,False
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,スマイル・スタイル,3,False,False,False
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,コドクの中のワタシ,4,False,False,False
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,箱入りドロップス,5,False,False,True
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,女子大生生活様式,6,False,False,False
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,しかくいシカク,7,False,False,False
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,帰宅るまでが学校です!,8,False,False,False
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,すいまさんといっしょ,9,False,False,True
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,きのうよりいい日に,10,False,False,False
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,ふぉりぼら,11,False,False,False
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,ネガ→ポジ,12,False,False,False
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,かみさまのいうとおり!,13,False,False,True
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,ムシヒメ,14,False,False,False
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,天然あるみにゅーむ!,15,False,False,False
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,プレフレ,16,False,False,False
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,JOB&JOY,17,False,False,True
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,らくキャス♪,18,False,False,False
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,かいちょー☆,19,False,False,False
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,うちのざしきわらしが,20,False,False,False
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,さつきコンプレックス,21,False,False,False
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,ごめんね。夏目ちゃん,22,False,False,False
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,Rainbow☆Starbow,23,False,False,False
kirara,2013,2,https://www.dokidokivisual.com/magazine/kirara/2013/02/10508/,三者三葉,24,False,False,False
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,チェリーブロッサム!,1,False,True,False
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,ゆゆ式,2,False,False,False
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,しかくいシカク,3,False,False,False
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,箱入りドロップス,4,False,False,False
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,棺担ぎのクロ。懐中旅話,5,True,False,True
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,あっちこっち,6,False,False,False
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,スマイル・スタイル,7,False,False,False
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,プレフレ,8,False,False,True
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,帰宅るまでが学校です!,9,False,False,False
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,すいまさんといっしょ,10,False,False,False
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,リリウムあんさんぶる,11,False,False,False
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,コドクの中のワタシ,12,False,False,True
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,ふぉりぼら,13,False,False,False
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,JOB&JOY,14,False,False,False
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,はぴえん。,15,False,False,False
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,天然あるみにゅーむ!,16,False,False,True
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,さつきコンプレックス,17,False,False,False
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,かいちょー☆,18,False,False,False
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,うちのざしきわらしが,19,False,False,False
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,ごめんね。夏目ちゃん,20,False,False,False
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,ステルス×メイツ,21,False,False,False
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,Rainbow☆Starbow,22,False,False,False
kirara,2013,3,https://www.dokidokivisual.com/magazine/kirara/2013/03/10509/,三者三葉,23,False,False,False
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,ゆゆ式,1,True,True,False
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,チェリーブロッサム!,2,False,False,False
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,箱入りドロップス,3,False,False,False
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,あっちこっち,4,False,False,False
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,ガールズ×マーケット,5,False,False,True
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,すいまさんといっしょ,6,False,False,False
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,うちのざしきわらしが,7,False,False,False
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,棺担ぎのクロ。懐中旅話,8,False,False,False
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,魔法少女Lv.0,9,False,False,True
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,しかくいシカク,10,False,False,False
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,コドクの中のワタシ,11,False,False,False
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,さつきコンプレックス,12,False,False,False
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,JOB&JOY,13,False,False,True
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,さくらティーブレイク!,14,False,False,False
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,Pretty Prison,15,False,False,False
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,かいちょー☆,16,False,False,True
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,天然あるみにゅーむ!,17,False,False,False
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,リリウムあんさんぶる,18,False,False,False
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,女子大生生活様式,19,False,False,False
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,くびかりさま,20,False,False,False
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,プレフレ,21,False,False,False
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,ごめんね。夏目ちゃん,22,False,False,False
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,ステルス×メイツ,23,False,False,False
kirara,2013,4,https://www.dokidokivisual.com/magazine/kirara/2013/04/10510/,三者三葉,24,False,False,False
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,ゆゆ式,1,True,True,False
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,ゆゆ式アフレコレポート漫画,2,False,False,False
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,箱入りドロップス,3,False,False,False
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,チェリーブロッサム!,4,False,False,False
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,帰宅るまでが学校です!,5,False,False,True
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,きのこクラック,6,False,False,False
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,うちのざしきわらしが,7,False,False,False
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,棺担ぎのクロ。懐中旅話,8,False,False,False
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,ふぉりぼら,9,False,False,True
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,すいまさんといっしょ,10,False,False,False
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,しかくいシカク,11,False,False,False
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,魔法少女Lv.0,12,False,False,False
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,女子大生生活様式,13,False,False,True
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,コドクの中のワタシ,14,False,False,False
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,女子大生生活様式,15,False,False,True
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,半熟ウィッチ~まどろみドルニー~,16,False,False,False
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,ごめんね。夏目ちゃん,17,False,False,False
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,スマイル・スタイル,18,False,False,True
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,プレフレ,19,False,False,False
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,天然あるみにゅーむ!,20,False,False,False
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,JOB&JOY,21,False,False,False
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,リリウムあんさんぶる,22,False,False,False
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,ガールズ×マーケット,23,False,False,False
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,さつきコンプレックス,24,False,False,False
kirara,2013,5,https://www.dokidokivisual.com/magazine/kirara/2013/05/10511/,三者三葉,25,False,False,False
kirara,2013,6,https://www.dokidokivisual.com/magazine/kirara/2013/06/10512/,チェリーブロッサム!,1,True,True,False
kirara,2013,6,https://www.dokidokivisual.com/magazine/kirara/2013/06/10512/,ゆゆ式,2,False,False,False
kirara,2013,6,https://www.dokidokivisual.com/magazine/kirara/2013/06/10512/,ゆゆ式制作現場レポート,3,False,False,False
kirara,2013,6,https://www.dokidokivisual.com/magazine/kirara/2013/06/10512/,あっちこっち,4,False,False,False
kirara,2013,6,https://www.dokidokivisual.com/magazine/kirara/2013/06/10512/,コドクの中のワタシ,5,False,False,True
kirara,2013,6,https://www.dokidokivisual.com/magazine/kirara/2013/06/10512/,リリウムあんさんぶる,6,False,False,False
kirara,2013,6,https://www.dokidokivisual.com/magazine/kirara/2013/06/10512/,天然あるみにゅーむ!,7,False,False,False
kirara,2013,6,https://www.dokidokivisual.com/magazine/kirara/2013/06/10512/,みらくるえじそん?,8,False,False,False
kirara,2013,6,https://www.dokidokivisual.com/magazine/kirara/2013/06/10512/,三者三葉,9,False,False,True
kirara,2013,6,https://www.dokidokivisual.com/magazine/kirara/2013/06/10512/,帰宅るまでが学校です!,10,False,False,False
kirara,2013,6,https://www.dokidokivisual.com/magazine/kirara/2013/06/10512/,彼氏ってどこに行ったら買えますの!?,11,False,False,False
kirara,2013,6,https://www.dokidokivisual.com/magazine/kirara/2013/06/10512/,ふぉりぼら,12,False,False,False
kirara,2013,6,https://www.dokidokivisual.com/magazine/kirara/2013/06/10512/,箱入りドロップス,13,False,False,True
kirara,2013,6,https://www.dokidokivisual.com/magazine/kirara/2013/06/10512/,スマイル・スタイル,14,False,False,False
kirara,2013,6,https://www.dokidokivisual.com/magazine/kirara/2013/06/10512/,女子大生生活様式,15,False,False,False
kirara,2013,6,https://www.dokidokivisual.com/magazine/kirara/2013/06/10512/,魔法少女Lv.0,16,False,False,False
