magazine,year,month,url,work,rank,is_cover,is_top,is_center
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,きんいろモザイク,1,True,True,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,ご注文はうさぎですか?,2,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,かなめも,3,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,いちごの入ったソーダ水,4,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,三種のジンギ!,5,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,○本の住人,6,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,ホイップノート,7,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,こずみっしょん!,8,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,ひろなex.,9,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,彼氏ってどこに行ったら買えますの!?,10,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,落花流水,11,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,LSD~ろんぐすろーでぃすたんす~,12,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,本のスキマと街角たいよう,13,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,タンポポの実,14,False,False,True
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,Free!,15,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,▲コンプレックス,16,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,コスプレの神!,17,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,放課後せんせーしょん!,18,False,False,True
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,アキタランド・ゴシック,19,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,カレーの王女さま,20,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,ふわふわ科学,21,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,スイーツどんぶり,22,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,R18!,23,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,まるみみでいずっ,24,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,おにさん、こちら,25,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,√中学生,26,False,False,False
kirara-max,2013,1,https://www.dokidokivisual.com/magazine/kirara-max/2013/01/10719/,ソラミちゃんの唄,27,False,False,False
kirara-max,2013,2,https://www.dokidokivisual.com/magazine/kirara-max/2013/02/10720/,きんいろモザイク,1,True,True,False
kirara-max,2013,2,https://www.dokidokivisual.com/magazine/kirara-max/2013/02/10720/,ご注文はうさぎですか?,2,False,False,False
kirara-max,2013,2,https://www.dokidokivisual.com/magazine/kirara-max/2013/02/10720/,かなめも,3,False,False,False
kirara-max,2013,2,https://www.dokidokivisual.com/magazine/kirara-max/2013/02/10720/,いちごの入ったソーダ水,4,False,False,False
kirara-max,2013,2,https://www.dokidokivisual.com/magazine/kirara-max/2013/02/10720/,彼氏ってどこに行ったら買えますの!?,5,False,False,False
kirara-max,2013,2,https://www.dokidokivisual.com/magazine/kirara-max/2013/02/10720/,○本の住人,6,False,False,False
kirara-max,2013,2,https://www.dokidokivisual.com/magazine/kirara-max/2013/02/10720/,ホイップノート,7,False,False,False
